Tweet Date,User,Tweet
2022-10-30 12:24:12+00:00,fernandoharin,"“When the opportunity to serve your country comes along you cannot question the moment, only your willingness.”Rishi Sunak #asaibayai"
2022-10-26 15:38:32+00:00,fernandoharin,Delighted that @Mastercard has launched a special package for the Indian and Bangladesh tourists who will be visiting Sri Lanka. #visitsrilanka.  https://t.co/l418I0wb5D https://t.co/6ZaAMwsmaI
2022-10-26 14:42:52+00:00,fernandoharin,"Great campaign to take #visitsrilanka forward, thank you #mastercard for the initiative especially with what we started targeting india. https://t.co/3QZ4of7bvU"
2022-10-21 14:27:00+00:00,fernandoharin,Delighted to announce that @airfrance and @KLM flights will call on SL from the 4th of November. There will be 4 flights a week. Thanks to the support of the GSA in SL @JohnKeellsGroup https://t.co/HVryAb5Aom
2022-10-20 04:43:02+00:00,fernandoharin,https://t.co/RqZIlJxaGf
2022-10-16 14:31:41+00:00,fernandoharin,Thank you Gayan for for promoting #visitsrilanka. Even though the match was a loss we know our boys will come back stronger make us proud @OfficialSLC https://t.co/73sIttx4Cz
2022-10-15 06:47:40+00:00,fernandoharin,Gulf Airlines support “Fifa Zone “in Sri Lanka to boost Tourism https://t.co/Uateya4L0w via @Aviation Voice
2022-10-13 21:23:38+00:00,fernandoharin,Happy to announce that @qatarairways will be increasing one extra flight daily during the FIFA World Cup season to promote tourists to visit SL during the non match days. Thank you to the airline for their decision to increase the flight to SL https://t.co/AqfVSi04dB
2022-10-13 07:05:44+00:00,fernandoharin,Sri Lanka was featured in the flag city coinciding with FIFA World Cup 2022 in Doha Qatar. Great work done by Sri Lankan Highcommison and it’s Ambassador his excellency Mafaz.#visitsrilanka #savethesrilankansmile https://t.co/JDBvEBSWLB
2022-10-12 05:30:04+00:00,fernandoharin,Had the pleasure of meeting @flydubai and @qatarairways to discuss increasing the frequency of flights for the season which will allow easy competitive rates and promotional packages to SL for the upcoming season #visitsrilanka #savethesrilankansmile https://t.co/uJ2YSpZ1l2
2022-10-10 15:23:39+00:00,fernandoharin,Mental health issues are a serious problem for many people. Please visit this exhibition and experience the solutions that are available to take care of any mental health issues  #stateofmind2022 https://t.co/Nu5CKeyA4Z
2022-10-10 13:35:11+00:00,fernandoharin,Happy to welcome a full @Aeroflot_World with tourists from Russia. Glad to have flights from Moscow after a 4 month period. This will lead to more tourists from around the region coming to SL for the upcoming season https://t.co/u6ySB4bGMc
2022-10-07 13:09:23+00:00,fernandoharin,From the 9th Oct @Aeroflot_World will operate 2 flights per week. Also Azur Air given permission to fly 4 charter flights per week starting early Nov this year. This will increase the tourist inflow from Russia to SL significantly special thanks to @RusEmbSriLankaR &amp; @SLinRussia https://t.co/9m29YCQBGA
2022-10-07 12:51:35+00:00,fernandoharin,Met w/ Negambo Hotel Owners to discuss a special package for FIFA WC visitors to come to Sri Lanka in between match days to enjoy SL hospitality as it would be less expensive than staying in the host cities. This will take place between Nov and Dec 2022 https://t.co/A7l8UFvnOq
2022-10-07 09:43:57+00:00,fernandoharin,Happy to announce the first batch of soft liquor licenses has been issued. @sltda_srilanka is working tirelessly to ensure that applicants have a smooth application process within a short time frame https://t.co/vXaP533o2t
2022-09-22 11:39:32+00:00,fernandoharin,"Had a very successful meeting with Mr. Ahmed Khoory, Senior VP of @emirates regarding promoting SL tourism through the airline in flight entertainment &amp; other resources, to develop special packages for FIFA World Cup traffic to SL &amp; increase frequency of flights to SL https://t.co/JBAPStAXsR"
2022-09-21 15:10:25+00:00,fernandoharin,Happy to see that the majestic Sri Lankan peacock has drawn the interest of @USAmbSL and I hope it’ll pique the interest of many more visitors to SL https://t.co/4K7cky7VvG
2022-09-20 15:38:29+00:00,fernandoharin,Participated in the event to launch #savethesrilankansmile which is the brainchild of Nilmin Nanayakkara a veteran in the travel industry. This is a great initiative to keep the Sri Lankan smile across the industry and to promote SL tourism https://t.co/9YH27zFAAd
2022-09-16 07:38:15+00:00,fernandoharin,Had a successful meeting with the Chairman of @Theclarkshotels Mr. Anoop Kumar. His hotel chain has over 100 hotels across the world and we discussed about hotel projects in SL and to promote tourism in SL through his network. https://t.co/aU0U9e0sWp
2022-09-16 07:11:07+00:00,fernandoharin,Met with HE Dewi Gustina Tobing the Ambassador @indonesiainCMB regarding developing the tourism industry in SL with the expertise of the tourist industry in Bali and to facilitate a skills development school in SL. Also discussed about promoting SL tourism in Indonesia https://t.co/1RMxvBCXuQ
2022-09-13 07:25:59+00:00,fernandoharin,"Had a successful meeting with HE Hideaki Mizukoshi, Ambassador of Japan in SL and Mr. Katsuki Kotari, Deputy Head if Mission regarding the promotion of tourism from Japan to SL and foreign employment opportunities https://t.co/t4BmesLD7c"
2022-09-11 19:14:48+00:00,fernandoharin,"What a day Sri Lanka win net ball championship, I loose my school final on Rugger and Sri Lanka become Asia champs , lot wanted to laugh bcz I am a politician, we divide by school religion party but we come together as Sri Lanka #Srilankacan #visit Srilanka"
2022-09-09 15:38:23+00:00,fernandoharin,Met President of @FIFAcom @FIFANTINO and delighted to receive a positive response FIFA will develop an intl football stadium and training center in SL. Ministry of Lands will allocate the lands. A technical committee will be appointed soon. @RW_UNP @OfficialFFSL @R_A_Ranasinghe https://t.co/T6W7yTf6vp
2022-09-09 05:27:15+00:00,fernandoharin,We as a Nation mourn the passing of Her Majesty Queen Elizabeth II. Our thoughts and prayers are with His Majesty King Charles III and the Royal Family at this time. https://t.co/FoePLgEZJ2
2022-09-08 13:30:00+00:00,fernandoharin,Met with HE Sheik Hamad Bin Khalifa Bin Ahmed Al-Thani the President of @QFA_EN and had a fruitful discussion regarding helping SL especially about sports tourism and providing a land to build an international football stadium in SL https://t.co/Dxukc9nk0n
2022-08-31 11:11:07+00:00,fernandoharin,Following Sweden 🇸🇪and Denmark 🇩🇰 the Netherlands 🇳🇱 have also relaxed their travel restrictions to Sri Lanka. This will be a boost to tourism sector in the coming months.
2022-08-30 11:17:24+00:00,fernandoharin,Met with HE Ambassador of @korembsl to discuss South Korean sector to Sri Lanka and opening a new tourism market. Also discussed the #EndViolenceforchilden program. Hope to have a successful bilateral relationship. https://t.co/ybTgtciodE
2022-08-30 10:26:11+00:00,fernandoharin,https://t.co/HcPBR2Ou5T
2022-08-30 05:18:34+00:00,fernandoharin,In addition to the 1 yr multiple entry &amp; single entry tourists visas which have 6 months stay period (previously 30 days) cabinet has approved a 5 yr multiple entry tourist visa w/ 6 months stay for 35 countries. To help boost repeat tourism in SL. #visitsrilanka #SriLankaCan
2022-08-28 15:12:00+00:00,fernandoharin,Thank you Sri Lanka Cricket and tourism ambassador @Sanath07 Sanath Jayasuriya for promoting Sri Lanka Tourism #VisitSriLanka at the biggest stage #IndvsPak clash #Srilankacricket https://t.co/Se1AZMDt97
2022-08-27 14:54:41+00:00,fernandoharin,A big thank you to @AsianCricketOrg @OfficialSLC and the Sri Lankan Cricket Players for promoting #visitsrilanka https://t.co/32eRmQVOWN
2022-08-26 10:58:08+00:00,fernandoharin,"I am glad of my political decision I took. When you do your part, you dont have to prove them in pictures and on media, glad my friend ranjan @RamanayakeR is free. That is all that matters to me. Thank you @nanayakkara77 @RW_UNP @wijerajapakshe #betrue #fakeconcern"
2022-08-26 05:02:46+00:00,fernandoharin,"Happy to announce France, Switzerland, Norway and the UK relaxing travel restrictions for their citizen to travel to Sri Lanka. This is a positive step and I am positive that the winter tourism season will perform well."
2022-08-25 10:17:18+00:00,fernandoharin,"Expecting dear brother @RamanayakeR to be released tomorrow (26) or Monday (29) on the request that @nanayakkara77 and I made along with many others to HE President @RW_UNP, I would like to thank @wijerajapakshe who worked tirelessly to make it happen. ecstatic about his release https://t.co/9uPNmtdJFh"
2022-08-20 13:22:57+00:00,fernandoharin,DMC office to promote only SL tourism opened in Ahmadabad by @Sanath07 and myself. Tourists from Gujarat are the most travelled in India and there wasn’t a dedicated office. Expert Hospitality was one of the first DMCs to come forward to open the office @munshishashwat https://t.co/Lu8IXH3xOV
2022-08-17 18:31:42+00:00,fernandoharin,Met with veteran Malayalam actor @mammukka to thank him personally for coming to SL to shoot his movie and to invite him to do more films in SL https://t.co/6oXc0Eaxvz
2022-08-15 09:20:27+00:00,fernandoharin,"Met with @CraigOndarchie MP from the Parliament of Victoria in Australia, on his visit to Colombo. Discussed about promoting tourism and investment into SL from Australia. https://t.co/pHYoUp3u69"
2022-08-12 11:09:39+00:00,fernandoharin,"Met with @USAmbSL to discuss promotion of tourism,and the political situation is SL. The fruitful discussion would lead to a successful working relationship. https://t.co/nwglyrEnff"
2022-08-10 12:43:27+00:00,fernandoharin,"Had a successful meeting with HE Sarah Hulton @UKinSriLanka regarding the current political climate in SL, lifting of travel advisories of UK travelers to SL, promotion of tourism and  the security and safety of tourists. https://t.co/FNApXoPcIy"
2022-08-04 08:24:10+00:00,fernandoharin,"Congratulations to Yupun Abeykoon for winning the bronze for 100m and Palitha Bandara for winning Silver for mens discus at @birminghamcg22. Thank you for your dedication, determination and hard work in bringing glory to Sri Lanka https://t.co/yTlakGfYrG"
2022-08-01 16:00:02+00:00,fernandoharin,Had a successful meeting with H. E. QI Zhenhong  @ChinaEmbSL we discussed the development programs for tourism and investments in land for renewable energy projects. Looking forward to working together and having a successful partnership https://t.co/CfAN2HCpYX
2022-07-31 06:30:19+00:00,fernandoharin,"25 students from Cookery &amp; F&amp;B courses at SLITHM were selected and will be leaving for Doha in September, joining Radisson Blue for their paid internship. I wish them all the best for their internship and hope many more will follow https://t.co/dBXqmqitnF"
2022-07-30 12:15:50+00:00,fernandoharin,https://t.co/9P6cNIQ23v
2022-07-30 12:15:12+00:00,fernandoharin,https://t.co/AbNeAbFwX7
2022-07-30 11:48:43+00:00,fernandoharin,"Receiving a call from a parent of the Junior Athletics team that the team weren’t able to travel to Cali, Colombia due to visa and ticket issues, oversight by the officials, @R_A_Ranasinghe and I with great difficulty made arrangements ensuring the team will attend on time https://t.co/B9B7eL0Hmq"
2022-07-08 06:22:33+00:00,fernandoharin,Central Bank broad guidance regarding concessions to crisis hit borrowers https://t.co/QTMvIuUZnn
2022-07-08 05:54:08+00:00,fernandoharin,Would like to thank the Chairman and the entire team of @sltda_srilanka  for their dedication and hard work. https://t.co/GlKdDP0Zt1
2022-07-05 15:07:27+00:00,fernandoharin,My speech in parliament today. https://t.co/cGoS8CXENz
2022-07-01 02:52:41+00:00,fernandoharin,"Brother and sister-in-law  of @ShaneWarne arrive in SL for the SLvAUS test match to commemorate @ShaneWarne. Their visit is organized by Sri Lanka Tourism Promotion Bureau, @JetwingHotels, @flysrilankan, @OfficialSLC https://t.co/FB3FJlL853"
2022-06-29 06:23:34+00:00,fernandoharin,Met with @NZinSriLanka HE @michelappleton to discuss the current situation in SL and on how the two countries could work together to develop tourism and other areas https://t.co/arF6B46OrW
2022-06-28 09:14:52+00:00,fernandoharin,Upon my request the Tourism vehicles registered with @sltda_srilanka have been declared as an essential service to ensure transport for all tourists. Please contact the tourist emergency hotline 1912 or 0112 437759 for assistance
2022-06-24 13:51:39+00:00,fernandoharin,"#samatahimibimak program was launched today to hand over deeds to over 200 thousand families across the country. Would like to thank @RW_UNP for handing over the first set of deeds today. Simultaneously today over 1,000 deeds were handed over in Kurunagala and Puttalam by GA’s https://t.co/NQsCZwVfQG"
2022-06-23 17:41:07+00:00,fernandoharin,@PSiva23 @NewsWireLK R u looking after my family ?
2022-06-22 14:11:04+00:00,fernandoharin,Speech at the @SLHCinLondon with the tour operators to promote tourism in Sri Lanka https://t.co/JiZJQdBgfH
2022-06-21 17:11:20+00:00,fernandoharin,Successful meetings in Berlin to promote SL tourism. met with @JanaSchimke MP chairing the Parliament tourism committee and had a an interview with @dwnews. Also met with the head of @DRVDE the German Tavel Association. My thanks to HC and staff of @GermanySrilanka https://t.co/krOrmQqxE7
2022-06-21 01:26:52+00:00,fernandoharin,Successful meeting in Paris with tour operators and other stakeholders regarding the promotion of tourism to Sri Lanka. Would like to thank the High Commissioner and staff of @SLinFrance and @flysrilankan for making the event a success https://t.co/PTA96cTuGU
2022-06-20 12:14:56+00:00,fernandoharin,The 21 amendment was tabled and passed in cabinet today and will be tabled in @ParliamentLK soon. Like to thank @RW_UNP and @wijerajapakshe for pushing it through
2022-06-17 13:10:09+00:00,fernandoharin,While on a private visit had a successful x5 meeting with stakeholders in the UK travel industry to promote SL tourism. VP’s of @lonelyplanet @wanderlustmag addressed the gathering. My sincere thanks to @SarojaSirisena and the staff of @SLHCinLondon for organizing the event https://t.co/Bf1VSLqWdC
2022-06-13 12:44:06+00:00,fernandoharin,The excerpt from the cabinet paper approving soft liquor licenses. https://t.co/D8HIGBCSbt
2022-06-13 12:14:25+00:00,fernandoharin,Cabinet approved the paper to issue soft liquor licenses to all establishments registered with @sltda_srilanka this will help promote tourism and bring foreign revenue for the country as well as all tourism stakeholders. Big win for tourism in Sri Lanka. Thank you @RW_UNP
2022-06-12 07:50:22+00:00,fernandoharin,SLC @OfficialSLC with the Ministry of Tourism and Ministry of Sports have made arrangements to host the SLvAUS test match in Galle dedicate to the legendary @ShaneWarne . The CEO of @CricketAus confirmed that Shane Warnes family members will be attending. @RW_UNP @RajapaksaNamal
2022-06-05 11:41:34+00:00,fernandoharin,Update regarding the incident of the @Aeroflot_World aircraft being grounded in Sri Lanka https://t.co/Yb0nXcw5GA
2022-06-05 11:35:38+00:00,fernandoharin,Message from Dino Morea regarding his visit to Sri Lanka and how he has been a long standing visitor. He too would keep coming to Sri Lanka for work and on holiday and encourages others to do the same https://t.co/HV3xQJoOX8
2022-06-05 11:24:23+00:00,fernandoharin,Message from @IChitrangda regarding her visit to Sri Lanka and how she looks forward to visiting again to enjoy the beautiful attractions Sri Lanka has to offer https://t.co/mtBhtNlB6F
2022-06-05 11:21:12+00:00,fernandoharin,Met with Bollywood actors  @IChitrangda and Dino Morea regarding promoting Sri Lankan tourism in India and promoting Sri Lanka for film locations for Indian cinema https://t.co/QfqHfMkMfU
2022-06-04 14:10:00+00:00,fernandoharin,The situation with regard to the grounding of the @Aeroflot_World flight is unfortunate. We apologize for the inconvenience that the passengers had to endure and we look forward to rectifying the issue and resuming flights between Colombo and Moscow quickly.
2022-06-03 17:47:39+00:00,fernandoharin,Successful discussion with @kanchana_wij regarding the fuel supply situation in the country and assisting in bringing renewable energy projects with the Ministry of Lands https://t.co/SA8wJr61PP
